Orden;TPV;fecha;Creador;Estado;Negocio;Moneda;Precio;;
TPE-p-00000-06789;transfermovil;22 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06787;transfermovil;22 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06783;transfermovil;22 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06781;transfermovil;22 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06777;transfermovil;22 de octubre de 2022;pagoelectronico;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06773;transfermovil;22 de octubre de 2022;pagoelectronico;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06772;transfermovil;22 de octubre de 2022;pagoelectronico;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06768;transfermovil;22 de octubre de 2022;pagoelectronico;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06767;transfermovil;22 de octubre de 2022;pagoelectronico;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06766;transfermovil;22 de octubre de 2022;pagoelectronico;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06760;transfermovil;22 de octubre de 2022;pagoelectronico;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06754;transfermovil;22 de octubre de 2022;pagoelectronico;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06753;transfermovil;22 de octubre de 2022;pagoelectronico;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06686;transfermovil;22 de octubre de 2022;pagoelectronico;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06684;transfermovil;22 de octubre de 2022;pagoelectronico;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06683;transfermovil;22 de octubre de 2022;pagoelectronico;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06682;transfermovil;22 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06680;transfermovil;22 de octubre de 2022;isabelbritoramirez;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06670;transfermovil;22 de octubre de 2022;ariguerraleyva;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06667;transfermovil;22 de octubre de 2022;espinosasahay;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06666;transfermovil;22 de octubre de 2022;mantillaurquizak;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06664;transfermovil;22 de octubre de 2022;alejandrofidel732;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06660;transfermovil;22 de octubre de 2022;danielitoalmag;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06659;transfermovil;22 de octubre de 2022;sergioespinosaqwe;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06658;transfermovil;22 de octubre de 2022;martharosaescalona;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06656;transfermovil;22 de octubre de 2022;aliuskasusel82;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06654;transfermovil;22 de octubre de 2022;sorayapereztejeda8;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06652;transfermovil;22 de octubre de 2022;elayneortiz884;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06650;transfermovil;22 de octubre de 2022;kireniaalinamatospena;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06648;transfermovil;22 de octubre de 2022;carmenacostaramirez1967;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06647;transfermovil;22 de octubre de 2022;prendacarralero;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06646;transfermovil;22 de octubre de 2022;yanine.fontes;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06645;transfermovil;22 de octubre de 2022;yurisleydisperezhechavarria;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06644;transfermovil;22 de octubre de 2022;yudier861222;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06643;transfermovil;22 de octubre de 2022;contreracobakatia;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06642;transfermovil;22 de octubre de 2022;voleydys;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06641;transfermovil;22 de octubre de 2022;erielmast;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06639;transfermovil;22 de octubre de 2022;marthajulia.cuba2022;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06637;transfermovil;22 de octubre de 2022;daisyacostaromero;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06635;transfermovil;22 de octubre de 2022;elenita.apiauv61;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06632;transfermovil;22 de octubre de 2022;yaimarapadronboffill;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06629;transfermovil;22 de octubre de 2022;victormricardo71;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06628;transfermovil;22 de octubre de 2022;kguerra9301;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06626;transfermovil;22 de octubre de 2022;yennisgonzales5;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06625;transfermovil;22 de octubre de 2022;jorgeleyvaaguilera130;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06623;transfermovil;22 de octubre de 2022;estevezmatoszulay;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06621;transfermovil;22 de octubre de 2022;vivianmarina53;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06619;transfermovil;22 de octubre de 2022;aimemaria.ramos;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06617;transfermovil;22 de octubre de 2022;btaniaelvira;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06616;transfermovil;22 de octubre de 2022;fernando;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06615;transfermovil;22 de octubre de 2022;jrvp87;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06613;transfermovil;22 de octubre de 2022;santoangellaguna72;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06612;transfermovil;22 de octubre de 2022;marylin1969r;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06595;transfermovil;20 de octubre de 2022;cruzcrespoleandrorafael9;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06592;transfermovil;20 de octubre de 2022;yanetdpvlt;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06591;transfermovil;20 de octubre de 2022;izaiavalera;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06590;transfermovil;20 de octubre de 2022;yanetdpvlt;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06588;transfermovil;20 de octubre de 2022;reynahunghenry;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06587;transfermovil;20 de octubre de 2022;reynahunghenry;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06585;transfermovil;20 de octubre de 2022;tiendatuenvio99;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06583;transfermovil;20 de octubre de 2022;yanetdpvlt;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06581;transfermovil;20 de octubre de 2022;pagoelectronico;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06580;transfermovil;20 de octubre de 2022;denia466;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06579;transfermovil;20 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06578;transfermovil;20 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06577;transfermovil;20 de octubre de 2022;greicisoria89;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06576;transfermovil;20 de octubre de 2022;perezavila57;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06575;transfermovil;20 de octubre de 2022;pagoelectronico;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06573;transfermovil;20 de octubre de 2022;pagoelectronico;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06571;transfermovil;20 de octubre de 2022;pagoelectronico;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06570;transfermovil;20 de octubre de 2022;pagoelectronico;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06567;transfermovil;20 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06565;transfermovil;20 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06563;transfermovil;20 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06562;transfermovil;20 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06549;transfermovil;20 de octubre de 2022;baby850914;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06546;transfermovil;20 de octubre de 2022;aylin.reyescruz84;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06543;transfermovil;20 de octubre de 2022;voleydys;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06541;transfermovil;20 de octubre de 2022;amarilis7811;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06539;transfermovil;20 de octubre de 2022;niulvisbarreromaury;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06538;transfermovil;20 de octubre de 2022;orlandgamez.20041;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06537;transfermovil;20 de octubre de 2022;disnierp;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06535;transfermovil;20 de octubre de 2022;arcelioavilagonzalez;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06534;transfermovil;20 de octubre de 2022;daniajorge1997;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06532;transfermovil;20 de octubre de 2022;isrrael91;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06531;transfermovil;20 de octubre de 2022;samy860201;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06530;transfermovil;20 de octubre de 2022;jesuscuevas;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06528;transfermovil;20 de octubre de 2022;kzasu86;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06526;transfermovil;20 de octubre de 2022;yamisleydisguerra;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06525;transfermovil;20 de octubre de 2022;edin.cruz.leyva;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06523;transfermovil;20 de octubre de 2022;guisaobarban;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06522;transfermovil;20 de octubre de 2022;n9933589;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06520;transfermovil;20 de octubre de 2022;carlosjorgeavilajuan9;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06518;transfermovil;20 de octubre de 2022;annierojaslopez89;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06517;transfermovil;20 de octubre de 2022;rcatala;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06516;transfermovil;20 de octubre de 2022;wiccanboy18;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06515;transfermovil;20 de octubre de 2022;susy89;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06513;transfermovil;20 de octubre de 2022;johnc0608;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06511;transfermovil;20 de octubre de 2022;yannelisarias;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06510;transfermovil;20 de octubre de 2022;robertocarloszayas87;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06508;transfermovil;20 de octubre de 2022;marianelao87;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06506;transfermovil;20 de octubre de 2022;angellarosaguerrero;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06505;transfermovil;20 de octubre de 2022;luis.reyes;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06503;transfermovil;20 de octubre de 2022;drekecarmenatej;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06502;transfermovil;20 de octubre de 2022;penayana86;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06501;transfermovil;20 de octubre de 2022;escobaralina3;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06494;transfermovil;19 de octubre de 2022;reynahunghenry;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06492;transfermovil;19 de octubre de 2022;pagoelectronico;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06490;transfermovil;19 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06489;transfermovil;19 de octubre de 2022;pagoelectronico;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06488;transfermovil;19 de octubre de 2022;pagoelectronico;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06486;transfermovil;19 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06466;transfermovil;19 de octubre de 2022;tellezcruzvivian3;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06465;transfermovil;19 de octubre de 2022;liudmilacb;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06461;transfermovil;19 de octubre de 2022;yvega82;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06459;transfermovil;19 de octubre de 2022;ivanmichel930511;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06458;transfermovil;19 de octubre de 2022;anaikis.ml;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06454;transfermovil;19 de octubre de 2022;oscarmayer;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06453;transfermovil;19 de octubre de 2022;janetpv170384;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06451;transfermovil;19 de octubre de 2022;karelisgarciarey;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06449;transfermovil;19 de octubre de 2022;lcruzreygada;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06446;transfermovil;19 de octubre de 2022;arianna.laguna;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06444;transfermovil;19 de octubre de 2022;rodelmy.lopez;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06439;transfermovil;19 de octubre de 2022;byaneicy;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06438;transfermovil;19 de octubre de 2022;tamara700121;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06436;transfermovil;19 de octubre de 2022;diosmari70;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06432;transfermovil;19 de octubre de 2022;mary260660;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06430;transfermovil;19 de octubre de 2022;chaveslisbeth9;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06429;transfermovil;19 de octubre de 2022;guisaobarban;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06426;transfermovil;19 de octubre de 2022;anardaaliagagranado;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06422;transfermovil;19 de octubre de 2022;maitecastroenrique;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06420;transfermovil;19 de octubre de 2022;clariviolin;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06418;transfermovil;19 de octubre de 2022;luisalexis32022;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06416;transfermovil;19 de octubre de 2022;albert.caceresm;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06415;transfermovil;19 de octubre de 2022;carralerorosa78;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06412;transfermovil;19 de octubre de 2022;nelvismarinaescobar;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06410;transfermovil;19 de octubre de 2022;aspronlauyadira;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06401;transfermovil;19 de octubre de 2022;niurisnr;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06398;transfermovil;19 de octubre de 2022;mesaaviles;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06396;transfermovil;19 de octubre de 2022;yordanistamayo74;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06395;transfermovil;19 de octubre de 2022;marciaescobar1972;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06391;transfermovil;19 de octubre de 2022;adt011990;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06389;transfermovil;19 de octubre de 2022;daumier.zayas;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06388;transfermovil;19 de octubre de 2022;lilianacruzreygada;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06386;transfermovil;19 de octubre de 2022;katherine05;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06383;transfermovil;19 de octubre de 2022;olgalg2004;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06379;transfermovil;19 de octubre de 2022;eliohechavarria328;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06377;transfermovil;19 de octubre de 2022;maylispra.gc;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06376;transfermovil;19 de octubre de 2022;yanirisperez2602;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06373;transfermovil;19 de octubre de 2022;jose.cuervo;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06370;transfermovil;19 de octubre de 2022;aniuskaavilar82;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06364;transfermovil;19 de octubre de 2022;ideliza80;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06357;transfermovil;19 de octubre de 2022;dayanacorrales26;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06356;transfermovil;19 de octubre de 2022;magdelaine71;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06352;transfermovil;19 de octubre de 2022;manuelgoro1955;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06350;transfermovil;19 de octubre de 2022;yoandraacosta7;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06349;transfermovil;19 de octubre de 2022;anaelsa;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06348;transfermovil;19 de octubre de 2022;yudisleydissanchezoro;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06346;transfermovil;19 de octubre de 2022;migdaliacampos357;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06345;transfermovil;19 de octubre de 2022;andresesteban.areas67;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06344;transfermovil;19 de octubre de 2022;yerarvl;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06335;transfermovil;18 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06331;transfermovil;18 de octubre de 2022;morarolando60;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06330;transfermovil;18 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06329;transfermovil;18 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06328;transfermovil;18 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06325;transfermovil;18 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06323;transfermovil;18 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06310;transfermovil;18 de octubre de 2022;alexisoliper;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06297;transfermovil;18 de octubre de 2022;estevezmatoszulay;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06296;transfermovil;18 de octubre de 2022;zenaida1064;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06293;transfermovil;18 de octubre de 2022;luisk.guerra89;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06289;transfermovil;18 de octubre de 2022;yakielsilva;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06288;transfermovil;18 de octubre de 2022;oscarhechavarria92;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06286;transfermovil;18 de octubre de 2022;orlandgamez.20041;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06284;transfermovil;18 de octubre de 2022;yaimarapadronboffill;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06283;transfermovil;18 de octubre de 2022;idaer.molina;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06282;transfermovil;18 de octubre de 2022;abreudiana46;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06280;transfermovil;18 de octubre de 2022;lidicy69;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06278;transfermovil;18 de octubre de 2022;daumier.zayas;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06276;transfermovil;18 de octubre de 2022;madelainepguerrero;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06275;transfermovil;18 de octubre de 2022;luis.reyes;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06273;transfermovil;18 de octubre de 2022;oscarhechavarria92;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06268;transfermovil;18 de octubre de 2022;jose.cuervo;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06266;transfermovil;18 de octubre de 2022;zulethompson;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06264;transfermovil;18 de octubre de 2022;eugeniobarreraquevedo;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06262;transfermovil;18 de octubre de 2022;vivianoro20;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06260;transfermovil;18 de octubre de 2022;dorisnelycruz;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06258;transfermovil;18 de octubre de 2022;yaquelinavilaescobar00;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06257;transfermovil;18 de octubre de 2022;ayled;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06255;transfermovil;18 de octubre de 2022;yudeniaviltres85;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06254;transfermovil;18 de octubre de 2022;kenierjv;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06251;transfermovil;18 de octubre de 2022;yeslind1982;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06250;transfermovil;18 de octubre de 2022;isabelbritoramirez;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06249;transfermovil;18 de octubre de 2022;keniab1603;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06248;transfermovil;18 de octubre de 2022;darlenisfernandez263;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06246;transfermovil;18 de octubre de 2022;elianetosorio9203;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06244;transfermovil;18 de octubre de 2022;rleyvaaguero;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06242;transfermovil;18 de octubre de 2022;jcabeza;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06240;transfermovil;18 de octubre de 2022;annierojaslopez89;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06239;transfermovil;18 de octubre de 2022;gondresyesenia034;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06238;transfermovil;18 de octubre de 2022;lixygarces1984;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06236;transfermovil;18 de octubre de 2022;aylin.reyescruz84;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06235;transfermovil;18 de octubre de 2022;arielcalzadillaleyva;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06233;transfermovil;18 de octubre de 2022;liettysanjuan91;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06231;transfermovil;18 de octubre de 2022;darioreyescedeno5;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06229;transfermovil;18 de octubre de 2022;abelramirezcaballero1996;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06228;transfermovil;18 de octubre de 2022;lichac;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06226;transfermovil;18 de octubre de 2022;taboada86;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06225;transfermovil;18 de octubre de 2022;ilianapy.0;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06223;transfermovil;18 de octubre de 2022;yanetlizania836;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06221;transfermovil;18 de octubre de 2022;yvelazquez869;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06219;transfermovil;18 de octubre de 2022;escobarreyesleidismaria;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06218;transfermovil;18 de octubre de 2022;yusleydiscl;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06216;transfermovil;18 de octubre de 2022;ismaeldominguezcervantes879;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06214;transfermovil;18 de octubre de 2022;andresesteban.areas67;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06213;transfermovil;18 de octubre de 2022;imandrapelaez;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06212;transfermovil;18 de octubre de 2022;kireniaalinamatospena;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06210;transfermovil;18 de octubre de 2022;anaikiss94;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06201;transfermovil;17 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06200;transfermovil;17 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06196;transfermovil;17 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06194;transfermovil;17 de octubre de 2022;greicisoria89;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06192;transfermovil;17 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
