Orden;TPV;fecha;Creador;Estado;Negocio;Moneda;Precio
TPE-p-00000-12574;transfermovil;22 de noviembre de 2022;emeurysc;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12572;transfermovil;22 de noviembre de 2022;yaimarapadronboffill;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12571;transfermovil;22 de noviembre de 2022;raul.8711;on-delivery;Tienda Virtual U...;CUP;185.57
TPE-p-00000-12570;transfermovil;22 de noviembre de 2022;liamaialvarez;on-delivery;Tienda Virtual U...;CUP;185.57
TPE-p-00000-12567;transfermovil;22 de noviembre de 2022;gonzalezfernandezmarina3;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12566;transfermovil;22 de noviembre de 2022;denis171175;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12565;transfermovil;22 de noviembre de 2022;fagr.gonzalez;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12563;transfermovil;22 de noviembre de 2022;virjader73;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12562;transfermovil;22 de noviembre de 2022;diagoarianna;delivered;Tienda Virtual U...;CUP;185.57
TPE-p-00000-12560;transfermovil;22 de noviembre de 2022;lauraferrera9223;delivered;Tienda Virtual U...;CUP;185.57
TPE-p-00000-12558;transfermovil;22 de noviembre de 2022;marthajulia.cuba2022;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12555;transfermovil;22 de noviembre de 2022;dayanacorrales26;delivered;Tienda Virtual U...;CUP;185.57
TPE-p-00000-12553;transfermovil;22 de noviembre de 2022;yudith.gongora;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12550;transfermovil;22 de noviembre de 2022;disnierp;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12547;transfermovil;22 de noviembre de 2022;yancelys;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12545;transfermovil;22 de noviembre de 2022;yamisleydisguerra;delivered;Tienda Virtual U...;CUP;185.57
TPE-p-00000-12544;transfermovil;22 de noviembre de 2022;rodriguezeliovannys;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12543;transfermovil;22 de noviembre de 2022;jrovira596;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12541;transfermovil;22 de noviembre de 2022;gonzalezhidalgovirgenmaria;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12539;transfermovil;22 de noviembre de 2022;daysytuenvio;on-delivery;Tienda Virtual U...;CUP;185.57
TPE-p-00000-12537;transfermovil;22 de noviembre de 2022;luis.reyes;on-delivery;Tienda Virtual U...;CUP;185.57
TPE-p-00000-12536;transfermovil;22 de noviembre de 2022;yonni;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12534;transfermovil;22 de noviembre de 2022;lmariaelena279;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12533;transfermovil;22 de noviembre de 2022;crisdylan2724;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12531;transfermovil;22 de noviembre de 2022;eliofrankh;on-delivery;Tienda Virtual U...;CUP;185.57
TPE-p-00000-12530;transfermovil;22 de noviembre de 2022;ivanmichel;on-delivery;Tienda Virtual U...;CUP;180
TPE-p-00000-12528;transfermovil;22 de noviembre de 2022;saylilopez89;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12526;transfermovil;22 de noviembre de 2022;orlandolopezortiz34;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12524;transfermovil;22 de noviembre de 2022;ranyis.ramos;on-delivery;Tienda Virtual U...;CUP;185.57
TPE-p-00000-12522;transfermovil;22 de noviembre de 2022;analilianfernandez7;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12520;transfermovil;22 de noviembre de 2022;valiavalentina.arevalo;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12518;transfermovil;22 de noviembre de 2022;matildetorretejeda;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12517;transfermovil;22 de noviembre de 2022;sorayapereztejeda8;delivered;Tienda Virtual U...;CUP;185.57
TPE-p-00000-12515;transfermovil;22 de noviembre de 2022;alexei71.perez;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12514;transfermovil;22 de noviembre de 2022;kenierjv;delivered;Tienda Virtual U...;CUP;185.57
TPE-p-00000-12513;transfermovil;22 de noviembre de 2022;reyesreyesaniuska;delivered;Tienda Virtual U...;CUP;185.57
TPE-p-00000-12511;transfermovil;22 de noviembre de 2022;darkenisbatista27;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12509;transfermovil;22 de noviembre de 2022;luisangelr894;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12505;transfermovil;22 de noviembre de 2022;alain1607;delivered;Tienda Virtual U...;CUP;185.57
TPE-p-00000-12503;transfermovil;22 de noviembre de 2022;martharosaescalona;delivered;Tienda Virtual U...;CUP;185.57
TPE-p-00000-12502;transfermovil;22 de noviembre de 2022;hany8203;delivered;Tienda Virtual U...;CUP;185.57
TPE-p-00000-12500;transfermovil;22 de noviembre de 2022;yurisleydisperezhechavarria;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12498;transfermovil;22 de noviembre de 2022;vivianoro20;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12496;transfermovil;22 de noviembre de 2022;yero68;on-delivery;Tienda Virtual U...;CUP;185.57
TPE-p-00000-12495;transfermovil;22 de noviembre de 2022;maidelinsaumellbeaton;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12493;transfermovil;22 de noviembre de 2022;zahyli.otero;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12492;transfermovil;22 de noviembre de 2022;laguardac;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12490;transfermovil;22 de noviembre de 2022;aymujica;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12489;transfermovil;22 de noviembre de 2022;isabelbritoramirez;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12487;transfermovil;22 de noviembre de 2022;k.pena9209;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12485;transfermovil;22 de noviembre de 2022;yulietls;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12483;transfermovil;22 de noviembre de 2022;melaniagonzalezrondon;on-delivery;Tienda Virtual U...;CUP;185.57
TPE-p-00000-12481;transfermovil;22 de noviembre de 2022;grisel.marino;on-delivery;Tienda Virtual U...;CUP;185.57
TPE-p-00000-12477;transfermovil;22 de noviembre de 2022;aliciatrsut2021;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12475;transfermovil;22 de noviembre de 2022;hancel1201;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12473;transfermovil;22 de noviembre de 2022;pedroperezleyva63;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12471;transfermovil;22 de noviembre de 2022;osmani.paredes;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12470;transfermovil;22 de noviembre de 2022;javico.cuba2014;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12468;transfermovil;22 de noviembre de 2022;bmsanchez;delivered;Tienda Virtual U...;CUP;185.57
TPE-p-00000-12466;transfermovil;22 de noviembre de 2022;niulvisbarreromaury;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12465;transfermovil;22 de noviembre de 2022;betzybet1997;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12463;transfermovil;22 de noviembre de 2022;reinaldovaldesmora;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12460;transfermovil;22 de noviembre de 2022;danielarodrguez75;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12458;transfermovil;22 de noviembre de 2022;yoanka72;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12456;transfermovil;22 de noviembre de 2022;yadyabullalbear;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12443;transfermovil;21 de noviembre de 2022;pagoelectronico;delivered;Tienda Virtual U...;CUP;185.55
TPE-p-00000-12431;transfermovil;21 de noviembre de 2022;julianarichardyo;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12429;transfermovil;21 de noviembre de 2022;charlesmartinez.nurys;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12425;transfermovil;21 de noviembre de 2022;morarolando60;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12422;transfermovil;21 de noviembre de 2022;pagoelectronico;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12417;transfermovil;21 de noviembre de 2022;cronos;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12413;transfermovil;21 de noviembre de 2022;drekecarmenatej;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12295;transfermovil;21 de noviembre de 2022;luisangelr894;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12283;transfermovil;21 de noviembre de 2022;yamisleydisguerra;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12277;transfermovil;21 de noviembre de 2022;edin.cruz.leyva;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12275;transfermovil;21 de noviembre de 2022;marlenlopezdesdin;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12272;transfermovil;21 de noviembre de 2022;yusleydiff;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12267;transfermovil;21 de noviembre de 2022;emeurysc;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12260;transfermovil;21 de noviembre de 2022;yordanistamayo74;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12259;transfermovil;21 de noviembre de 2022;gonzalezperezlludielramon;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12258;transfermovil;21 de noviembre de 2022;naranda740721;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12252;transfermovil;21 de noviembre de 2022;y89528272;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12250;transfermovil;21 de noviembre de 2022;carloselcross;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12248;transfermovil;21 de noviembre de 2022;iraidayp;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12246;transfermovil;21 de noviembre de 2022;lisi.mena86;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12245;transfermovil;21 de noviembre de 2022;liettysanjuan91;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12244;transfermovil;21 de noviembre de 2022;vivianoro20;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12243;transfermovil;21 de noviembre de 2022;elixandrasegura;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12241;transfermovil;21 de noviembre de 2022;oaranda520108;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12240;transfermovil;21 de noviembre de 2022;vmederog;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12239;transfermovil;21 de noviembre de 2022;rolandoluismerino;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12238;transfermovil;21 de noviembre de 2022;frankmachado;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12236;transfermovil;21 de noviembre de 2022;disnierps;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12234;transfermovil;21 de noviembre de 2022;liudmilacb;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12233;transfermovil;21 de noviembre de 2022;oscarmayer;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12231;transfermovil;21 de noviembre de 2022;katia762804;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12229;transfermovil;21 de noviembre de 2022;acolor;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12226;transfermovil;21 de noviembre de 2022;marlenisviera59;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12225;transfermovil;21 de noviembre de 2022;deniacgs86;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12223;transfermovil;21 de noviembre de 2022;ernestinaariasrivero;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12222;transfermovil;21 de noviembre de 2022;yahibg246;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12218;transfermovil;21 de noviembre de 2022;marielaalmaguer72;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12217;transfermovil;21 de noviembre de 2022;caceresestradajennifer;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12214;transfermovil;21 de noviembre de 2022;imandrapelaez;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12215;transfermovil;21 de noviembre de 2022;zahyli.otero;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12213;transfermovil;21 de noviembre de 2022;karelisgarciarey;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12212;transfermovil;21 de noviembre de 2022;claudiaeliset;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12210;transfermovil;21 de noviembre de 2022;yamisela.alvarez;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12208;transfermovil;21 de noviembre de 2022;erielmast;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12207;transfermovil;21 de noviembre de 2022;avilaperezrodolfo;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12206;transfermovil;21 de noviembre de 2022;annierojaslopez89;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12204;transfermovil;21 de noviembre de 2022;paulino600722;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12203;transfermovil;21 de noviembre de 2022;aimemaria.ramos;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12202;transfermovil;21 de noviembre de 2022;drekecarmenatej;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12201;transfermovil;21 de noviembre de 2022;marled;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12199;transfermovil;21 de noviembre de 2022;morpheus6364;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12197;transfermovil;21 de noviembre de 2022;leydisyuselis;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12196;transfermovil;21 de noviembre de 2022;misaglez50;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12194;transfermovil;21 de noviembre de 2022;danialakeacosta;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12193;transfermovil;21 de noviembre de 2022;manueljesusmarreroperna;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12191;transfermovil;21 de noviembre de 2022;jrvp87;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12188;transfermovil;21 de noviembre de 2022;joseignacio67;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-12171;transfermovil;21 de noviembre de 2022;rafayudi2013;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11865;transfermovil;19 de noviembre de 2022;lazarofernandezford;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11839;transfermovil;19 de noviembre de 2022;edin.cruz.leyva;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11837;transfermovil;19 de noviembre de 2022;mariateresa.ricardo;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11835;transfermovil;19 de noviembre de 2022;aymujica84;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11826;transfermovil;19 de noviembre de 2022;yusleydiscl;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11824;transfermovil;19 de noviembre de 2022;nelsy.noris;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11822;transfermovil;19 de noviembre de 2022;ariadnagbello31;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11821;transfermovil;19 de noviembre de 2022;yakeniaacostavaldes;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11818;transfermovil;19 de noviembre de 2022;lourdesgonzalezllanes;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11817;transfermovil;19 de noviembre de 2022;modalis928;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11813;transfermovil;19 de noviembre de 2022;mailiuskaguilarte;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11812;transfermovil;19 de noviembre de 2022;rojasbasalosara;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11811;transfermovil;19 de noviembre de 2022;daumier.zayas;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11809;transfermovil;19 de noviembre de 2022;izaidadieparondon;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11808;transfermovil;19 de noviembre de 2022;caballeroyunior941;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11806;transfermovil;19 de noviembre de 2022;diagoarianna;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11805;transfermovil;19 de noviembre de 2022;rpfernandez1994;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11802;transfermovil;19 de noviembre de 2022;joseluisgn;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11799;transfermovil;19 de noviembre de 2022;alejandrods90;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11798;transfermovil;19 de noviembre de 2022;yeslind1982;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11797;transfermovil;19 de noviembre de 2022;onelio8a;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11796;transfermovil;19 de noviembre de 2022;luisangelr894;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11795;transfermovil;19 de noviembre de 2022;oscarmayer;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11794;transfermovil;19 de noviembre de 2022;elixandrasegura;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11793;transfermovil;19 de noviembre de 2022;yordiburgueno;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11791;transfermovil;19 de noviembre de 2022;yancelys;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11789;transfermovil;19 de noviembre de 2022;Nilsa.esoinosa;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11787;transfermovil;19 de noviembre de 2022;marliuvystorres;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11785;transfermovil;19 de noviembre de 2022;laritorres;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11783;transfermovil;19 de noviembre de 2022;yaqueline.laffita;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11781;transfermovil;19 de noviembre de 2022;ptatiana593;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11779;transfermovil;19 de noviembre de 2022;sheilaalejandraleonortiz;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11778;transfermovil;19 de noviembre de 2022;orisdalisv;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11776;transfermovil;19 de noviembre de 2022;nunezalvarezmarianny;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11774;transfermovil;19 de noviembre de 2022;herneydismatos;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11773;transfermovil;19 de noviembre de 2022;liset.torres;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11772;transfermovil;19 de noviembre de 2022;gina2808;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11770;transfermovil;19 de noviembre de 2022;ycamejoquinones;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11768;transfermovil;19 de noviembre de 2022;raulcacerestray;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11764;transfermovil;19 de noviembre de 2022;alianarodriguezp;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11763;transfermovil;19 de noviembre de 2022;gonzalezfernandezmarina3;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11760;transfermovil;19 de noviembre de 2022;annierojaslopez89;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11758;transfermovil;19 de noviembre de 2022;principitojd;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11757;transfermovil;19 de noviembre de 2022;avilalopezmislay.91;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11755;transfermovil;19 de noviembre de 2022;jrovira596;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11753;transfermovil;19 de noviembre de 2022;libanlsilva;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11751;transfermovil;19 de noviembre de 2022;belquislf;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11750;transfermovil;19 de noviembre de 2022;acastillejo235;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11749;transfermovil;19 de noviembre de 2022;yamilka.aroche;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11747;transfermovil;19 de noviembre de 2022;ernestopo1995;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11723;transfermovil;19 de noviembre de 2022;reynaleyvaariel;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11722;transfermovil;19 de noviembre de 2022;julianarichardyo;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11721;transfermovil;19 de noviembre de 2022;pagoelectronico;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11719;transfermovil;19 de noviembre de 2022;cbarahonaaguilera0;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11717;transfermovil;19 de noviembre de 2022;cbarahonaaguilera0;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11453;transfermovil;17 de noviembre de 2022;jorgeramileo;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11446;transfermovil;17 de noviembre de 2022;pagoelectronico;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11440;transfermovil;17 de noviembre de 2022;pagoelectronico;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11426;transfermovil;17 de noviembre de 2022;rachelcarixx;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11421;transfermovil;17 de noviembre de 2022;julianarichardyo;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11419;transfermovil;17 de noviembre de 2022;julianarichardyo;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11294;transfermovil;17 de noviembre de 2022;gilbertojulioperez;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11288;transfermovil;17 de noviembre de 2022;ivanmichel.escalonag;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11286;transfermovil;17 de noviembre de 2022;marlenlopezdesdin;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11282;transfermovil;17 de noviembre de 2022;auria.cruzg;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11277;transfermovil;17 de noviembre de 2022;saylilopez89;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11275;transfermovil;17 de noviembre de 2022;pascualosorioperez;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11272;transfermovil;17 de noviembre de 2022;tellezyadira74;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11270;transfermovil;17 de noviembre de 2022;carloselcross;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11269;transfermovil;17 de noviembre de 2022;madelinecamejo76;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11268;transfermovil;17 de noviembre de 2022;elizabeth.hidalgo;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11266;transfermovil;17 de noviembre de 2022;lichac;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11264;transfermovil;17 de noviembre de 2022;nadiag.santana86;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11263;transfermovil;17 de noviembre de 2022;rodelmy.lopez;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11262;transfermovil;17 de noviembre de 2022;alainvl95;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11261;transfermovil;17 de noviembre de 2022;lourdesgonzalezllanes;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11259;transfermovil;17 de noviembre de 2022;dieguezyudi;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11258;transfermovil;17 de noviembre de 2022;vivianoro20;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11257;transfermovil;17 de noviembre de 2022;gonzalezhidalgovirgenmaria;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11256;transfermovil;17 de noviembre de 2022;y89528272;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11254;transfermovil;17 de noviembre de 2022;yhernandezlabrada;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11253;transfermovil;17 de noviembre de 2022;avilalopezmislay.91;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11251;transfermovil;17 de noviembre de 2022;leticiafernandezfernandez1969;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11250;transfermovil;17 de noviembre de 2022;maritzar.perez;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11248;transfermovil;17 de noviembre de 2022;yleyva1976;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11246;transfermovil;17 de noviembre de 2022;victormricardo71;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11244;transfermovil;17 de noviembre de 2022;pereshasietlidisis;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11242;transfermovil;17 de noviembre de 2022;pridis9405;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11241;transfermovil;17 de noviembre de 2022;virgenc.alvarez;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11240;transfermovil;17 de noviembre de 2022;darian.batistac;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11238;transfermovil;17 de noviembre de 2022;virjader73;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11237;transfermovil;17 de noviembre de 2022;rafaeldejesusalvarezamado;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11233;transfermovil;17 de noviembre de 2022;oplopez18;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11231;transfermovil;17 de noviembre de 2022;iraidayp;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11230;transfermovil;17 de noviembre de 2022;teresaoro0529;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11229;transfermovil;17 de noviembre de 2022;oscarhechavarria92;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11227;transfermovil;17 de noviembre de 2022;raul.8711;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11225;transfermovil;17 de noviembre de 2022;aliuska8512;on-delivery;Tienda Virtual U...;CUP;237.11
